Marca.temporal,Nome.da.praia..Concello,Tipo.de.actualización.que.nos.queres.facer.chegar,Está.avisado.o.112.,Xeolocalización,Por.onde.están.espallados.os.pellets,Quen.está.recollendo.os.pellets.,Como.estase.a.recoller.os.pellets.,Onde.se.depositan.os.pellets.,Hai.sacos.de.pellets.,Cantidade.de.pellets,Concello,Imaxe.dos.pellets.no.lugar.ou.da.xornada.de.limpeza,Data,Hora,Lugar.de.encontro,Quen.organiza.a.iniciativa,Contacto,Ligazón,Cartaz,Atopaches.animáis.mortos.,Información.adicional,Imaxes.adicionais,X.xenérica,Y.xenérica,lat,lon
2024-01-07T22:05:38Z,"Praia de Mexilloeira, O Grove",Xa non hai (a praia quedaba limpa cando se encheu o formulario),Si,"https://www.google.com/maps/place/Praia+Mexilloeira/@42.4753951,-8.9160799,16z/data=!3m1!4b1!4m6!3m5!1s0xd2f41287d3fcf25:0xfb25f3966baf2423!8m2!3d42.4751505!4d-8.9104787!16s%2Fg%2F11y3_cnw5?entry=ttu",NA,Voluntarios,"Con espumaderas, calderos de agua y palas","Los dejamos en la entrada de la playa en bolsas todas juntas, se quedaba otro grupo un rato más que dijo que llamaría luego al 112 para su recogida",NA,,O Grove,"https://drive.google.com/open?id=19rOGMSsXSc9U6_g31eVRvio-gwKcvlnZ, https://drive.google.com/open?id=1AdFmmD_nq4JBp6a7rUdfulluONwQvVUR",NA,NA,NA,NA,,NA,NA,NA,"En esta playa es muy difícil la recogida de pellets porque está llena de algas donde se enredan y hay muchísimas piedrecitas pequeñas del tamaño de los pellets, por lo que son muy difíciles de diferenciar. La hemos limpiado de lado a lado lo mejor que pudimos pero se nos habrán quedado muchos atrás.",NA,507562.1711,4702561.8162,42.4753951,-8.9160799
2024-01-07T22:08:43Z,"Praia de Mera, Oleiros",Hai pellets na praia,Si,https://www.google.com/maps/place/Praia+de+Mera/data=!4m2!3m1!1s0xd2e7a5aa1fba2cb:0xca7d1e5b880c50d9?utm_source=mstt_1&entry=gps&g_ep=CAESCjExLjEwOS4xMDEYACDXggMqGzQ3MDY4NjE1LCw0NzA3NTkxNSw0NzA4NDM4N0ICRVM%3D,NA,Voluntarios,Con luvas e coadores,"Non hai contedores específicos, Hai un punto marcado polas persoas voluntarias para deixar as bolsas con pellets",NA,,Oleiros,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,553615.5847,4803202.8641,NA,NA
2024-01-07T22:08:57Z,"Praia de Combouzas, Arteixo",Hai pellets na praia,Si,"43.312579,-8.543180",NA,Voluntarios,Tamizando con unos escurridores y un capacho con agua para separarlos de conchas y otros restos,"Non hai contedores específicos, Se dejan en bolsa de basura al lado de un saco entero junto al puesto de socorristas",NA,,Arteixo,"https://drive.google.com/open?id=1BfKeo-Je-L7NPUbpPrqYPxjtEmIG633C, https://drive.google.com/open?id=1D3fXPz397W5FqEv-Yv2yeePTFoeZAGSO",NA,NA,NA,NA,,NA,NA,NA,Aprovechamos mi mujer y yo para hacer recogida también de una bolsa entera de plásticos y basura variada,NA,536389.3833,4795473.8873,43.312579,-8.54318
2024-01-07T22:10:55Z,"Praia de A Concha, Ortigueira",Hai pellets na praia,Si,"43.717959,-7.809434",NA,Xente do BNG e pasou protección civil,Lucas e bolsas,Non hai contedores específicos,NA,,Ortigueira,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,595833.0224,4841641.8757,43.717959,-7.809434
2024-01-07T22:16:23Z,Playa de perbes,Xa non hai (a praia quedaba limpa cando se encheu o formulario),Si,"43.375637,-8.215543",NA,Voluntarios,Cubetas palas e colasdores,Non hai contedores específicos,NA,,Miño,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,43.375637,-8.215543
2024-01-07T22:20:13Z,"Praia da Madorra, Nigrán",Hai pellets na praia,Si,"42.145768,-8.825767",NA,Voluntarios,Coas mans un a un nunhas zonas e con capacho e coladores noutras,"Non hai contedores específicos, Avisamos ao 112, dixeron que chamáramos á policía local, ao final deixamos os que recollimos nós a unha xente que ía quedar alí ata máis tarde para deixar todos os residuos xuntos",NA,,Nigrán,"https://drive.google.com/open?id=1iKUeLk9V_Lxe_PKMDl1M_kiqYer0qxck, https://drive.google.com/open?id=1EQ8LT243NosRtBDXQUZtPpCH2_RD6a4h",NA,NA,NA,NA,,NA,NA,NA,"Os pellets estaban moi dispersos pero por toda a area, moitos enterrados xa que nesa praia o mar sube ata arriba e toda a area estaba mollada polo que quedaban ""incrustados"" nela ou máis acumulados onde había montículos de paos e algas, moi difícil recollelos, o 112 desentendeuse do tema da recollida",NA,514396.746,4666006.6651,42.145768,-8.825767
2024-01-07T22:30:08Z,Praia de Campelo Concello de  Valdoviño,Hai pellets na praia,Non,"https://www.google.com/maps/place/Playa+de+Campelo/@43.5827393,-8.2182004,17z/data=!3m1!4b1!4m6!3m5!1s0xd2ddbf7bb051bbb:0x9f2c1282f791fad7!8m2!3d43.5827639!4d-8.2155734!16s%2Fg%2F11xdx6_zk?entry=ttu",NA,Voluntarios,a recollida e manual con peneira e cernidores,O Concello puso contedores específicos,NA,,Valdoviño,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,43.5827393,-8.2182004
2024-01-07T22:33:03Z,"Praia da Madorra, Nigrán",Hai pellets na praia,Non,"https://www.google.com/maps/place/42.146525,-8.826271/data=!4m6!3m5!1s0!7e2!8m2!3d42.146524799999995!4d-8.8262714?utm_source=mstt_1&entry=gps&g_ep=CAESCjExLjEwOS4xMDIYACDXggMqGzQ3MDY4NjE1LCw0NzA3NTkxNSw0NzA4NDM5M0ICRlI%3D",NA,Voluntarios,"Coadores, luvas, tinas",Ainda sen depositar,NA,,Nigrán,NA,NA,NA,NA,NA,,NA,NA,NA,Pellets dispersos e misturados con algas e outros restos. Difícil de separar. 8 persoas domingo 7 pola tarde recolleron menos de un kg de pellets. Pouca superficie limpiada ao norte da Praia. Queda moito por limpar,NA,514396.746,4666006.6651,42.146525,-8.826271
2024-01-07T22:49:39Z,"Praia de Mexilloeira, O Grove",Hai pellets na praia,Si,"https://www.google.com/maps?q=42.4759560,-8.9053470&hl=gl-ES&gl=es&entry=gps&lucs=,47071704,47069508,47084304&g_ep=CAISDDYuOTYuMS4zMDU4MBgAIJ6dCiobLDQ3MDcxNzA0LDQ3MDY5NTA4LDQ3MDg0MzA0QgJFUw%3D%3D&g_st=ic",NA,Voluntarios,"Coadores, escobas, peneiras, filtrado de auga",Protección civil ven a recollelos,NA,,O Grove,"https://drive.google.com/open?id=1qwvCI5JSXgnuTmq72xaeKSMrZ065p6uD, https://drive.google.com/open?id=1AELqU2VcLxBt05m_ERi5iLVkmdW4UltS",NA,NA,NA,NA,,NA,NA,NA,NA,NA,507562.1711,4702561.8162,42.475956,-8.905347
2024-01-07T22:52:28Z,"Praia de Area Grande, O Grove",Xa non hai (a praia quedaba limpa cando se encheu o formulario),Si,"42°28'37.8""N 8°55'15.3""W",NA,Voluntarios,"Coadores, escobas, filtrados",Protección civil ven buscalos,NA,,O Grove,https://drive.google.com/open?id=1ttTR-1skBhxO-_ah8we9VUZfwm4Eomn1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,506528.5037,4702771.8817,NA,NA
2024-01-07T23:16:52Z,"Praia de Tuia, Bueu",Hai pellets na praia,Si,"42.337820, -8.813146",NA,Voluntarios,"Coador e auga, separando as algas dos pellets",Non hai contedores específicos,NA,,Bueu,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,515331.0707,4687274.6005,42.33782,-8.813146
2024-01-07T23:19:30Z,"Praia de Queiruga, Porto do Son",Hai pellets na praia,Si,"42º 40' 34.2"" N - 9º 01' 50.8"" W",NA,Voluntarios,"Coladores, peneiras, vasoiras e recolledores…",Non hai contedores específicos,NA,,Porto do Son,https://drive.google.com/open?id=1VuKtE2VzPmdMvEiLtdZW45HxXM2MhSdj,NA,NA,NA,NA,,NA,NA,NA,Dous arroaces mortos. A cantidade de pellets na plaia é inmesa.,NA,497345,4724570,42,NA
2024-01-07T23:24:50Z,"Praia de Nerga, Cangas",Hai pellets na praia,Si,"42.258689,-8.837063",NA,Voluntarios,Coa nos medios,Non hai contedores específicos,NA,,Cangas,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,513436.836,4678432.1,42.258689,-8.837063
2024-01-08T00:10:46Z,"Praia de Rebordelo, Cabana de Bergantiños",Hai pellets na praia,Non,"43.224860,-8.966555",NA,"Xente da zona, pero moi moi escasa.",Con cribas,"Non hai contedores específicos, No contedor amarelo, dentro de bolsas de plástico.",NA,,Cabana de Bergantiños,"https://drive.google.com/open?id=1OHWr4Mv4Gnn5NK56-C852CiLyOG3jm21, https://drive.google.com/open?id=1Ut5E9nwVhqQM209L25Fxsys6cVem0Hem, https://drive.google.com/open?id=1Ih7qqKdSxAyJx8Q2cm2pA7zTEok11hZ2",NA,NA,NA,NA,,NA,NA,NA,NA,NA,502676.9782,4785772.435,43.22486,-8.966555
2024-01-08T00:33:49Z,Combarro,Non hai pellets na praia,Non,"https://www.google.es/maps/place/Traves%C3%ADa+Praia,+Combarro,+36993+Poio,+Pontevedra/@42.424327,-8.7203243,17z/data=!3m1!4b1!4m6!3m5!1s0xd2f6ee5797a34db:0x2e5a8fd00beddba!8m2!3d42.4243231!4d-8.7177494!16s%2Fg%2F11x9znmg0?entry=ttu",NA,NA,NA,NA,NA,,Combarro,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,36993,NA
2024-01-08T00:34:44Z,"Samieira, Poio",Non hai pellets na praia,Non,"https://www.google.es/maps/search/praia+Samieira,+Poio/@42.4115627,-9.0916012,10z/data=!3m1!4b1?entry=ttu",NA,NA,NA,NA,NA,,Poio,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,42.4115627,-9.0916012
2024-01-08T00:56:32Z,"Praia de As Furnas, Porto do Son",Hai pellets na praia,Non,"https://www.google.es/maps/place/Praia+das+Furnas/@41.5410482,-9.0354828,7z/data=!4m7!3m6!1s0xd2f304082864451:0x7d469174c42f5574!8m2!3d42.6431267!4d-9.0382937!15sCglhcyBmdXJuYXNaCyIJYXMgZnVybmFzkgEFYmVhY2iaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkRNemd6Y1d0QlJSQULgAQA!16s%2Fg%2F11c468z0bw?entry=tts",NA,"Voluntarios, Non sei quen son",Recollidas descoordinadas,NA,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,496788.5418,4720830.0229,41.5410482,-9.0354828
2024-01-08T01:00:19Z,"Praia de Seráns, Porto do Son",Hai pellets na praia,Non,"https://www.google.com/maps/place/Praia+de+Ser%C3%A1ns/@42.6140465,-9.0592272,17z/data=!4m6!3m5!1s0xd2f3104f5fc3e3b:0x35bc569c90dafdc7!8m2!3d42.6139949!4d-9.0591389!16s%2Fg%2F11xl93k2_?entry=tts",NA,"Voluntarios, Non sei quen son",Recollidas descoordinadas,NA,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,NA,"Praia de Seráns (San Pedro de Muro, Porto do Son)",NA,495190.67,4717985.8266,42.6140465,-9.0592272
2024-01-08T01:03:19Z,"Praia de Area Longa, Porto do Son",Hai pellets na praia,Non,"https://www.google.es/maps/place/Praia+de+Areas+Longas/@42.6345785,-9.0614037,14z/data=!4m6!3m5!1s0xd2f3050ca159383:0xb10522ac34781375!8m2!3d42.6302362!4d-9.0443251!16s%2Fg%2F11zlrkgmm?entry=tts",NA,"Voluntarios, Non sei quen son",Recollidas descoordinadas,NA,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,497715.5399,4726472.3082,42.6345785,-9.0614037
2024-01-08T01:58:22Z,"Praia  América, Nigrán",Non hai pellets na praia,NA,NA,NA,NA,NA,NA,NA,,Nigrán,NA,NA,NA,NA,NA,,NA,NA,NA,"Día 8 de xaneiro a tarde até a posta so sol, revisado coa marea baixa, moito lixo mais non atopamos pellets",NA,515064.3745,4664762.3128,42.13494475,-8.817768953240787
2024-01-08T10:47:13Z,"Praia do Vilar, Ribeira",Hai pellets na praia,Si,"https://www.google.com/maps/place/Playa+del+Vilar/@42.552434,-9.0504904,14z/data=!3m1!4b1!4m6!3m5!1s0xd2f3773e6a0f46d:0xdac45574802754b9!8m2!3d42.5524048!4d-9.0298907!16s%2Fg%2F11bw4wp001?entry=ttu",NA,Voluntarios,"Coladores, decantación",Non hai contedores específicos,NA,,Ribeira,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,496873,4712411,42.552434,-9.0504904
2024-01-08T10:47:13Z,"Praia do Vilar, Ribeira",Hai pellets na praia,Si,"https://www.google.com/maps/place/Playa+del+Vilar/@42.552434,-9.0504904,14z/data=!3m1!4b1!4m6!3m5!1s0xd2f3773e6a0f46d:0xdac45574802754b9!8m2!3d42.5524048!4d-9.0298907!16s%2Fg%2F11bw4wp001?entry=ttu",NA,Voluntarios,"Coladores, decantación",Non hai contedores específicos,NA,,Ribeira,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,496873,4712411,42.552434,-9.0504904
2024-01-08T10:57:34Z,"Praia de Rodeira, Cangas",Non hai pellets na praia,NA,NA,NA,NA,NA,NA,NA,,Cangas,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,518989.9497,4678815.0268,42.26135225,-8.76953809647993
2024-01-08T11:14:00Z,"Praia de Area Longa, Porto do Son",Hai pellets na praia,Non,"https://www.google.com/maps/place/Praia+da+Lagoa/@42.6304743,-9.0450725,17z/data=!4m13!1m7!3m6!1s0xd2f3050ca159383:0xb10522ac34781375!2sPraia+de+Areas+Longas!8m2!3d42.6302362!4d-9.0443251!16s%2Fg%2F11zlrkgmm!3m4!1s0xd2f305af6289d2d:0x9b7955e233cc2223!8m2!3d42.6305621!4d-9.0441949?entry=ttu",NA,Voluntarios,con la tecnica de flotacion,Non hai contedores específicos,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,497715.5399,4726472.3082,42.6304743,-9.0450725
2024-01-08T11:14:45Z,"Praia de Area Basta, Ribeira",Hai pellets na praia,Non,"42.523119,-9.042069",NA,Voluntarios,"con cepillo e recolledor, e botandoos na agua e peneirando con coladores",O Concello puso contedores específicos,NA,,Ribeira,"https://drive.google.com/open?id=1mNFukS1b-wNJT62FmA1BOPz3DOR8rRUZ, https://drive.google.com/open?id=1JTWEsE983DMfxQ9NhP6-sBJ-wSDl5SgH, https://drive.google.com/open?id=1VXjwyOghYkxqw55gO2pEndiOYn_x5NzF, https://drive.google.com/open?id=1HtzaqqTrwy5CCd3M32bsWv1ZVJUFR3MO",NA,NA,NA,NA,,NA,NA,NA,"Fomos onte duas persoas, pero ainda quedaba mais por recoller",NA,496573.7169,4707839.9505,42.523119,-9.042069
2024-01-08T11:16:39Z,"Razo, Carballo",Hai pellets na praia,Non,"https://www.google.com/maps/place/Praia+de+Razo,+Carballo,+La+Coru%C3%B1a/data=!4m2!3m1!1s0xd2e90921972a6ad:0xa2b9f2eb1d93f877?utm_source=mstt_1&entry=gps&lucs=47068615,,47075915&g_ep=CAESCjExLjEwOS4xMDEYACDXggMqEjQ3MDY4NjE1LCw0NzA3NTkxNUICRVM%3D",NA,Grupo creado. En proceso de activación.,NA,Non hai contedores específicos,NA,,Carballo,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,NA,NA
2024-01-08T11:49:50Z,"Praia do rostro, Fisterra",Hai pellets na praia,Non,"https://www.google.com/maps/place/42.962233,-9.269733/data=!4m6!3m5!1s0!7e2!8m2!3d42.9622333!4d-9.2697328?utm_source=mstt_1&entry=gps&lucs=47068615,,47075915&g_ep=CAESCjExLjEwOS4xMDEYACDXggMqEjQ3MDY4NjE1LCw0NzA3NTkxNUICRVM%3D",NA,Voluntarios,Cómo se pode,Non hai contedores específicos,NA,,Fisterra,NA,NA,NA,NA,NA,,NA,NA,NA,"Un arroaz morro Polo menos, chapapote, seguramente hay toneladas de pellets",NA,478425.4274,4757178.7698,42.962233,-9.269733
2024-01-08T11:53:25Z,"Praia de As Furnas, Porto do Son (Galicia)",Hai pellets na praia,Non,"https://www.google.com/maps/place/Praia+das+Furnas,+Lugar+Trasdoanes,+1,+15995+Porto+do+Son,+La+Coru%C3%B1a/data=!4m2!3m1!1s0xd2f304082864451:0x7d469174c42f5574?utm_source=mstt_1&entry=gps&coh=199387&g_ep=CAESCjExLjEwOS4xMDEYACCIJyobNDcwNjg2MTUsLDQ3MDg3MDE2LDQ3MDc1OTE1QgJFUw%3D%3D",NA,Voluntarios,"Con colador, pala ou mans e capacho con auga",Non hai contedores específicos,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,15995,NA
2024-01-08T11:57:38Z,"Praia de Coroso, Ribeira",Hai pellets na praia,Non,"https://www.google.com/maps/search/praia+coroso+ribeira/@42.5694763,-8.9948305,14z/data=!3m1!4b1?hl=es-ES&entry=ttu",NA,Non hai ninguén,"Estas entre as algas, e hai poucas, e dificil",Non hai contedores específicos,NA,,Ribeira,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,501753.7769,4712938.6135,42.5694763,-8.9948305
2024-01-08T12:12:30Z,"Praia Ladeira, Ribeira",Hai pellets na praia,Non,"https://www.google.es/maps/place/Praia+Ladeira/@42.5780623,-9.0670046,15.75z/data=!4m14!1m7!3m6!1s0xd2f374dce8bde41:0x756c595494d8378b!2sPlaya+de+Ladeira!8m2!3d42.5681219!4d-9.0413419!16s%2Fg%2F11f6g2d6lb!3m5!1s0xd2f36d6e98a8b71:0x2c1dee7d60dad36e!8m2!3d42.5779546!4d-9.0602188!16s%2Fg%2F11x9r056_?entry=ttu",NA,Voluntarios,"A mano, con coladores y mediante decantación (con coladores de menos diámetro) con tina de goma",En bolsas de plástico dentro de una nasa decorativa (y utilitaria) para tirar “Plásticos”,NA,,Ribeira,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,496848.1772,4712372.4788,42.5780623,-9.0670046
2024-01-08T12:40:37Z,"Praia das Salseiras, Laracha",Hai pellets na praia,Si,"https://www.google.es/maps/place/Praia+de+Salseiras/@43.3166021,-8.6221917,16z/data=!4m14!1m7!3m6!1s0xd2e85788744797f:0x9bf304c483d361cf!2sPraia+de+Salseiras!8m2!3d43.3170049!4d-8.6205341!16s%2Fg%2F11xdmlj9j!3m5!1s0xd2e85788744797f:0x9bf304c483d361cf!8m2!3d43.3170049!4d-8.6205341!16s%2Fg%2F11xdmlj9j?entry=ttu",NA,"Voluntarios, Non sei quen son","Agora mesmo non estou recollendo, viñemos a praia pasear cos cans",Non o sei,NA,,Laracha,NA,NA,NA,NA,NA,,NA,NA,NA,Hai pelets incluso nas calas pequeniñas,NA,0,0,43.3166021,-8.6221917
2024-01-08T12:55:45Z,"Praia de Barrañán, Arteixo",Hai pellets na praia,Si,"https://www.google.es/maps/place/Praia+de+Barra%C3%B1%C3%A1n/@43.3109312,-8.5547746,17z/data=!3m1!4b1!4m6!3m5!1s0xd2e88a2507ee3bd:0x6e7a0dc6f59bf13d!8m2!3d43.3109273!4d-8.5521997!16s%2Fg%2F11c0w10fk1?entry=ttu",NA,Fun eu soa onte,NA,Non hai contedores específicos,NA,,Arteixo,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,536389.3833,4795473.8873,43.3109312,-8.5547746
2024-01-08T13:15:41Z,"Mañóns, Boiro",Non hai pellets na praia,NA,"https://www.google.es/maps/place/Praia+de+Ma%C3%B1%C3%B3ns/@42.6304207,-8.8561239,16z/data=!3m1!4b1!4m6!3m5!1s0xd2f3d998ba50cad:0x6f02306510d626fa!8m2!3d42.630728!4d-8.8513517!16s%2Fg%2F11xpr26sh?entry=ttu",NA,NA,NA,NA,NA,,Boiro,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,42.6304207,-8.8561239
2024-01-08T13:16:01Z,"Barraña, Boiro.",Non hai pellets na praia,NA,"https://www.google.es/maps/place/Barra%C3%B1a+beach/@42.6394971,-8.890066,16z/data=!3m1!4b1!4m6!3m5!1s0xd2f3cf8cc0c8ba1:0x241c1db4776cf779!8m2!3d42.6390965!4d-8.883323!16s%2Fg%2F11cn68ymlc?entry=ttu",NA,NA,NA,NA,NA,,Boiro,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,42.6394971,-8.890066
2024-01-08T13:19:18Z,"Praia de Samil, Vigo",Non hai pellets na praia,NA,"https://www.google.es/maps/place/Playa+de+Samil/@42.209745,-8.787667,15z/data=!3m1!4b1!4m6!3m5!1s0xd258a74d08202e3:0xc92165195e191e2b!8m2!3d42.2089827!4d-8.7765163!16zL20vMGZwMmww?entry=ttu",NA,NA,NA,NA,NA,,Vigo,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,518480.3799,4673133.8207,42.209745,-8.787667
2024-01-08T13:25:30Z,"Praia de Salseiras, Laracha",Hai pellets na praia,Non teño certeza,"https://www.google.com/maps?q=898R+F2+Playa+das+Salseiras,+Gox%C3%A1n,+A+Coru%C3%B1a&ftid=0xd2e855c1828fa1b:0x9fc80e6647684ba0&hl=es-ES&gl=es&entry=gps&lucs=,47071704,47069508,47084304&g_ep=CAISDDYuOTYuMS4zMDU4MBgAIJ6dCiobLDQ3MDcxNzA0LDQ3MDY5NTA4LDQ3MDg0MzA0QgJFUw%3D%3D&g_st=ic",NA,Voluntarios,NA,NA,NA,,Laracha,https://drive.google.com/open?id=1MinSCC4ZFN9eNfoqWO8lQ-beEXGOlVZF,NA,NA,NA,NA,,NA,NA,Non,NA,NA,531630.1722,4795893.2094,898,NA
2024-01-08T13:44:56Z,"Praia de Esteiro, Mañon",Hai pellets na praia,Non,"https://www.google.com/maps/place/43%C2%B044'53.0%22N+7%C2%B043'27.0%22W/@43.7475595,-7.734901,15z/data=!4m4!3m3!8m2!3d43.7480556!4d-7.7241667?entry=ttu",NA,"Non hai ninguén, Dous de gardacostas da Xunta","Según vin en Instagram, guantes, colador.",Non hai contedores específicos,NA,,Mañón,"https://drive.google.com/open?id=114GPTOAEhiNmIOjJfNNsIRzxkKOD7fZ3, https://drive.google.com/open?id=1_T4WryNRe3QzGUWXBFOyTaXz4lxUPGP2",NA,NA,NA,NA,,NA,NA,Non,"Playa de Esteiro, O Barqueiro, Mañon",NA,602727.4542,4844962.2233,43,NA
2024-01-08T14:22:41Z,"Calzoa, Vigo",Non hai pellets na praia,NA,NA,NA,NA,NA,NA,NA,,Vigo,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,0,0,42.20315635,-8.781652663761342
2024-01-08T14:24:48Z,"Praia de Mexilloeira, O Grove",Hai pellets na praia,Si,"https://www.google.com/maps/place/Praia+Mexilloeira/data=!4m2!3m1!1s0xd2f41287d3fcf25:0xfb25f3966baf2423?utm_source=mstt_1&entry=gps&lucs=47068615,,47075915&g_ep=CAESCjExLjEwOS4xMDEYACDXggMqEjQ3MDY4NjE1LCw0NzA3NTkxNUICRVM%3D",NA,Voluntarios,"Recoller a parte superficial da area e pasar por dous cribados, primeiro nunha peneira para separar as algas, e logo en auga cun colador tipo de freidora volver a separar algas de residuos",Non hai contedores específicos,NA,,O Grove,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,507562.1711,4702561.8162,NA,NA
2024-01-08T14:25:32Z,"Praia de Area Grande, O Grove",Hai pellets na praia,Non teño certeza,NA,NA,Voluntarios,"Con escobas, separando por tamizado e por flotación",Protección Civil puso contedores específicos,NA,,O Grove,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,506528.5037,4702771.8817,42.4774445,-8.91952862087511
2024-01-08T14:27:25Z,"A Barcela, O Grove",Hai pellets na praia,Non teño certeza,NA,NA,Voluntarios,Con escobas separando por tamizado e flotación,Protección Civil puso contedores específicos,NA,,O Grove,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,0,0,42.4770174,-8.925476
2024-01-08T14:52:22Z,"Praia de As Furnas, Porto do Son (Galicia)",Hai pellets na praia,Si,"https://www.google.es/maps/place/Praia+das+Furnas/@42.6431559,-9.0588934,14z/data=!3m1!4b1!4m6!3m5!1s0xd2f304082864451:0x7d469174c42f5574!8m2!3d42.6431267!4d-9.0382937!16s%2Fg%2F11c468z0bw?entry=ttu",NA,"Non hai ninguén, Voluntarios","Peneiras, capachos, escoba, recolledor,",Non hai contedores específicos,NA,,Porto do Son,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,0,0,42.643155899999996,-9.0588934
2024-01-08T15:06:47Z,"Praia de Tuia, Bueu",Hai pellets na praia,Si,"https://www.google.es/maps/place/Tulla+beach/@42.3365237,-8.8162892,16.5z/data=!4m10!1m2!2m1!1spraia+de+tuia!3m6!1s0xd2f67987218adf7:0x78dbdfc185e5f74d!8m2!3d42.3375885!4d-8.8137097!15sCg1wcmFpYSBkZSB0dWlhWg8iDXByYWlhIGRlIHR1aWGSAQViZWFjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOVk0wOVlVMU4zRUFF4AEA!16s%2Fg%2F11yvxcsfk?entry=ttu",NA,Voluntarios,Capazo con agua e coador,Non hai contedores específicos,NA,,Bueu,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,515331.0707,4687274.6005,42.3365237,-8.8162892
2024-01-08T15:25:09Z,"Praia de Menduiña, Cangas",Non hai pellets na praia,NA,NA,NA,NA,NA,NA,NA,,Cangas,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,514783.3425,4682612.044,42.295383799999996,-8.82056263555
2024-01-08T17:03:09Z,"Arealonga, Barreiros",Hai pellets na praia,Non teño certeza,"Arealonga(Barreiros,Lugo)",NA,Non hai ninguén,A man,Non hai contedores específicos,NA,,Barreiros,NA,NA,NA,NA,NA,,NA,NA,Non,"Non hai moita cantidade(tendo en conta outros residuos plásticos), pero si se ven na liña da baixada da marea",NA,0,0,43.5581218,-7.1799608
2024-01-08T17:22:56Z,"Praia de Sada, Sada",Hai pellets na praia,Non teño certeza,NA,NA,Voluntarios,NA,NA,NA,,Sada,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,0,0,-12.8476424,45.10019337576803
2024-01-08T17:32:34Z,"Praia de Melide, Cangas",Hai pellets na praia,Non teño certeza,"https://www.google.com/maps/place/742M%2BF6+Praia+de+Melide,+36945+Don%C3%B3n,+Pontevedra/data=!4m2!3m1!1s0xd2f5fe1604915c5:0xb709494c11c4c21b?utm_source=mstt_1&entry=gps&coh=179582&g_ep=CAESCjExLjEwOS4xMDEYACDXggMqJDQ3MDY4NjE1LCw0NzA2ODMwMyw0NzA3NTkxNSw0NzA4NDM4N0ICRVM%3D",NA,Non sei quen son,NA,Non hai contedores específicos,NA,,Cangas,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,511009.5248,4677676.4601,742,NA
2024-01-08T17:44:13Z,"Praia de Portomaior, Bueu",Non hai pellets na praia,Non,"https://www.google.com/maps/place/Praia+de+Portomaior,+Praia+de+Agrelo+Portomaior,+110,+36939+Bueu,+Pontevedra/data=!4m2!3m1!1s0xd2f67e5a532ceb9:0x335dc5b32347aca1?utm_source=mstt_1&entry=gps&lucs=47068615,,47075915&g_ep=CAESCjExLjEwOS4xMDIYACDXggMqEjQ3MDY4NjE1LCw0NzA3NTkxNUICRVM%3D",NA,Non hai ninguén,NA,NA,NA,,Bueu,NA,NA,NA,NA,NA,,NA,NA,Non,NA,NA,519314.4721,4687108.8696,110,NA
